login,type,key,timestamp,inputlogin,type,key,timestamp,input
Test1,keyup,e,1554404550791,field_textarea
Test1,keydown,e,1554404550910,field_textarea
Test1,keyup,e,1554404550963,field_textarea
Test1,keydown,r,1554404551123,field_textarea
Test1,keyup,r,1554404551238,field_textarea
login,type,key,timestamp,input
Test1,keydown, ,1554404551299,field_textarea
Test1,keyup, ,1554404551410,field_textarea
Test1,keydown,i,1554404551742,field_textarea
Test1,keyup,i,1554404551836,field_textarea
Test1,keydown,s,1554404551864,field_textarea
Test1,keyup,s,1554404551966,field_textarea
Test1,keydown, ,1554404552044,field_textarea
Test1,keyup, ,1554404552119,field_textarea
Test1,keydown,a,1554404552195,field_textarea
Test1,keyup,a,1554404552270,field_textarea
Test1,keydown, ,1554404552341,field_textarea
Test1,keyup, ,1554404552414,field_textarea
Test1,keydown,e,1554404552814,field_textarea
Test1,keyup,e,1554404552897,field_textarea
Test1,keydown,r,1554404553006,field_textarea
Test1,keyup,r,1554404553078,field_textarea
Test1,keydown,s,1554404553279,field_textarea
Test1,keyup,s,1554404553381,field_textarea
Test1,keydown,o,1554404553383,field_textarea
Test1,keyup,o,1554404553472,field_textarea
Test1,keydown,n,1554404553581,field_textarea
Test1,keyup,n,1554404553663,field_textarea
Test1,keydown, ,1554404553987,field_textarea
Test1,keyup, ,1554404554089,field_textarea
Test1,keydown,w,1554404554272,field_textarea
Test1,keyup,w,1554404554394,field_textarea
Test1,keydown,h,1554404554443,field_textarea
Test1,keyup,h,1554404554515,field_textarea
Test1,keydown,o,1554404554664,field_textarea
Test1,keydown, ,1554404554768,field_textarea
login,type,key,timestamp,input
Test1,keyup,o,1554404554778,field_textarea
Test1,keyup, ,1554404554840,field_textarea
Test1,keydown, ,1554404554910,field_textarea
Test1,keyup, ,1554404554982,field_textarea
Test1,keydown,c,1554404555030,field_textarea
Test1,keyup,c,1554404555123,field_textarea
Test1,keydown,r,1554404555295,field_textarea
Test1,keyup,r,1554404555377,field_textarea
Test1,keydown,e,1554404555506,field_textarea
Test1,keyup,e,1554404555598,field_textarea
Test1,keydown,a,1554404555770,field_textarea
Test1,keyup,a,1554404555865,field_textarea
Test1,keydown,t,1554404555931,field_textarea
Test1,keyup,t,1554404555993,field_textarea
Test1,keydown,e,1554404556042,field_textarea
Test1,keyup,e,1554404556114,field_textarea
Test1,keydown,s,1554404556243,field_textarea
Test1,keyup,s,1554404556348,field_textarea
Test1,keydown, ,1554404556467,field_textarea
Test1,keyup, ,1554404556509,field_textarea
Test1,keydown,c,1554404557289,field_textarea
Test1,keyup,c,1554404557390,field_textarea
Test1,keydown,o,1554404557481,field_textarea
Test1,keyup,o,1554404557561,field_textarea
Test1,keydown,m,1554404557660,field_textarea
Test1,keyup,m,1554404557752,field_textarea
Test1,keydown,p,1554404557905,field_textarea
Test1,keyup,p,1554404557967,field_textarea
Test1,keydown,u,1554404558197,field_textarea
Test1,keyup,u,1554404558275,field_textarea
login,type,key,timestamp,input
Test1,keydown,t,1554404558442,field_textarea
Test1,keyup,t,1554404558514,field_textarea
Test1,keydown,e,1554404558693,field_textarea
Test1,keyup,e,1554404558780,field_textarea
Test1,keydown,r,1554404558879,field_textarea
Test1,keyup,r,1554404558962,field_textarea
Test1,keydown, ,1554404559099,field_textarea
Test1,keyup, ,1554404559201,field_textarea
Test1,keydown,s,1554404559407,field_textarea
Test1,keyup,s,1554404559496,field_textarea
Test1,keydown,o,1554404559564,field_textarea
Test1,keyup,o,1554404559637,field_textarea
Test1,keydown,f,1554404559675,field_textarea
Test1,keyup,f,1554404559767,field_textarea
Test1,keydown,t,1554404560102,field_textarea
Test1,keyup,t,1554404560172,field_textarea
Test1,keydown,w,1554404560446,field_textarea
Test1,keyup,w,1554404560537,field_textarea
Test1,keydown,a,1554404560677,field_textarea
Test1,keyup,a,1554404560759,field_textarea
Test1,keydown,r,1554404560811,field_textarea
Test1,keyup,r,1554404560874,field_textarea
Test1,keydown,e,1554404560912,field_textarea
Test1,keyup,e,1554404560984,field_textarea
Test1,keydown,.,1554404561317,field_textarea
Test1,keyup,.,1554404561379,field_textarea
Test1,keydown, ,1554404561488,field_textarea
Test1,keyup, ,1554404561600,field_textarea
Test1,keydown,Shift,1554404562215,field_textarea
Test1,keydown,T,1554404562409,field_textarea
login,type,key,timestamp,input
Test1,keyup,T,1554404562501,field_textarea
Test1,keyup,Shift,1554404562504,field_textarea
Test1,keydown,h,1554404562590,field_textarea
Test1,keydown,e,1554404562661,field_textarea
Test1,keyup,h,1554404562665,field_textarea
Test1,keyup,e,1554404562763,field_textarea
Test1,keydown, ,1554404562807,field_textarea
Test1,keyup, ,1554404562917,field_textarea
Test1,keydown,t,1554404563703,field_textarea
Test1,keyup,t,1554404563798,field_textarea
Test1,keydown,e,1554404563942,field_textarea
Test1,keyup,e,1554404564043,field_textarea
Test1,keydown,r,1554404564132,field_textarea
Test1,keyup,r,1554404564204,field_textarea
Test1,keydown,m,1554404564293,field_textarea
Test1,keyup,m,1554404564368,field_textarea
Test1,keydown, ,1554404565349,field_textarea
Test1,keyup, ,1554404565453,field_textarea
Test1,keydown,c,1554404565550,field_textarea
Test1,keyup,c,1554404565641,field_textarea
Test1,keydown,o,1554404565713,field_textarea
Test1,keyup,o,1554404565782,field_textarea
Test1,keydown,m,1554404565896,field_textarea
Test1,keyup,m,1554404565967,field_textarea
Test1,keydown,p,1554404566096,field_textarea
Test1,keyup,p,1554404566178,field_textarea
Test1,keydown,u,1554404566382,field_textarea
Test1,keyup,u,1554404566474,field_textarea
Test1,keydown,t,1554404566593,field_textarea
Test1,keyup,t,1554404566695,field_textarea
login,type,key,timestamp,input
Test1,keydown,e,1554404567150,field_textarea
Test1,keyup,e,1554404567242,field_textarea
Test1,keydown,r,1554404567344,field_textarea
Test1,keyup,r,1554404567456,field_textarea
Test1,keydown, ,1554404567495,field_textarea
Test1,keyup, ,1554404567637,field_textarea
Test1,keydown,p,1554404567891,field_textarea
Test1,keyup,p,1554404567973,field_textarea
Test1,keydown,r,1554404568072,field_textarea
Test1,keyup,r,1554404568164,field_textarea
Test1,keydown,o,1554404568202,field_textarea
Test1,keyup,o,1554404568294,field_textarea
Test1,keydown,g,1554404568567,field_textarea
Test1,keyup,g,1554404568639,field_textarea
Test1,keydown,r,1554404568799,field_textarea
Test1,keyup,r,1554404568905,field_textarea
Test1,keydown,a,1554404569074,field_textarea
Test1,keyup,a,1554404569156,field_textarea
Test1,keydown,m,1554404569205,field_textarea
Test1,keyup,m,1554404569267,field_textarea
Test1,keydown,m,1554404569359,field_textarea
Test1,keyup,m,1554404569420,field_textarea
Test1,keydown,e,1554404569460,field_textarea
Test1,keyup,e,1554404569561,field_textarea
Test1,keydown,r,1554404569661,field_textarea
Test1,keydown, ,1554404569771,field_textarea
Test1,keyup,r,1554404569792,field_textarea
Test1,keyup, ,1554404569876,field_textarea
Test1,keydown,r,1554404571295,field_textarea
Test1,keyup,r,1554404571401,field_textarea
login,type,key,timestamp,input
Test1,keydown,e,1554404571577,field_textarea
Test1,keyup,e,1554404571680,field_textarea
Test1,keydown,f,1554404571975,field_textarea
Test1,keyup,f,1554404572045,field_textarea
Test1,keydown,e,1554404572084,field_textarea
Test1,keyup,e,1554404572187,field_textarea
Test1,keydown,r,1554404572304,field_textarea
Test1,keyup,r,1554404572400,field_textarea
Test1,keydown, ,1554404573327,field_textarea
Test1,keyup, ,1554404573453,field_textarea
Test1,keydown,t,1554404573602,field_textarea
Test1,keyup,t,1554404573695,field_textarea
Test1,keydown,o,1554404573753,field_textarea
Test1,keydown, ,1554404573803,field_textarea
Test1,keyup,o,1554404573840,field_textarea
Test1,keyup, ,1554404573920,field_textarea
Test1,keydown,a,1554404574119,field_textarea
Test1,keyup,a,1554404574231,field_textarea
Test1,keydown, ,1554404574320,field_textarea
Test1,keyup, ,1554404574415,field_textarea
Test1,keydown, ,1554404574494,field_textarea
Test1,keyup, ,1554404574565,field_textarea
Test1,keydown,s,1554404574684,field_textarea
Test1,keyup,s,1554404574797,field_textarea
Test1,keydown,p,1554404574980,field_textarea
Test1,keyup,p,1554404575062,field_textarea
Test1,keydown,e,1554404575171,field_textarea
Test1,keyup,e,1554404575283,field_textarea
Test1,keydown,c,1554404575616,field_textarea
Test1,keyup,c,1554404575709,field_textarea
login,type,key,timestamp,input
Test1,keydown,i,1554404575839,field_textarea
Test1,keyup,i,1554404575924,field_textarea
Test1,keydown,a,1554404576043,field_textarea
Test1,keyup,a,1554404576125,field_textarea
Test1,keydown,l,1554404576163,field_textarea
Test1,keyup,l,1554404576245,field_textarea
Test1,keydown,i,1554404576408,field_textarea
Test1,keyup,i,1554404576480,field_textarea
Test1,keydown,s,1554404576501,field_textarea
Test1,keyup,s,1554404576600,field_textarea
Test1,keydown,t,1554404576830,field_textarea
Test1,keyup,t,1554404576965,field_textarea
Test1,keydown, ,1554404577014,field_textarea
Test1,keyup, ,1554404577106,field_textarea
Test1,keydown,i,1554404579095,field_textarea
Test1,keyup,i,1554404579178,field_textarea
Test1,keydown,n,1554404579296,field_textarea
Test1,keydown, ,1554404579377,field_textarea
Test1,keyup,n,1554404579386,field_textarea
Test1,keyup, ,1554404579542,field_textarea
Test1,keydown,o,1554404579671,field_textarea
Test1,keyup,o,1554404579754,field_textarea
Test1,keydown,n,1554404579862,field_textarea
Test1,keyup,n,1554404579936,field_textarea
Test1,keydown,e,1554404580007,field_textarea
Test1,keyup,e,1554404580121,field_textarea
Test1,keydown, ,1554404580177,field_textarea
Test1,keyup, ,1554404580270,field_textarea
Test1,keydown,a,1554404580442,field_textarea
Test1,keyup,a,1554404580534,field_textarea
login,type,key,timestamp,input
Test1,keydown,r,1554404580713,field_textarea
Test1,keyup,r,1554404580805,field_textarea
Test1,keydown,e,1554404580907,field_textarea
Test1,keyup,e,1554404580994,field_textarea
Test1,keydown,a,1554404581150,field_textarea
Test1,keyup,a,1554404581221,field_textarea
Test1,keydown, ,1554404581396,field_textarea
Test1,keyup, ,1554404581528,field_textarea
Test1,keydown,o,1554404581887,field_textarea
Test1,keyup,o,1554404581982,field_textarea
Test1,keydown,f,1554404582122,field_textarea
Test1,keyup,f,1554404582214,field_textarea
Test1,keydown, ,1554404582233,field_textarea
Test1,keyup, ,1554404582324,field_textarea
Test1,keydown, ,1554404582343,field_textarea
Test1,keyup, ,1554404582418,field_textarea
Test1,keydown,c,1554404582567,field_textarea
Test1,keyup,c,1554404582629,field_textarea
Test1,keydown,o,1554404582678,field_textarea
Test1,keyup,o,1554404582750,field_textarea
Test1,keydown,m,1554404582859,field_textarea
Test1,keyup,m,1554404582925,field_textarea
Test1,keydown,p,1554404583054,field_textarea
Test1,keyup,p,1554404583147,field_textarea
Test1,keydown,u,1554404583276,field_textarea
Test1,keyup,u,1554404583357,field_textarea
Test1,keydown,t,1554404583489,field_textarea
Test1,keyup,t,1554404583582,field_textarea
Test1,keydown,e,1554404583811,field_textarea
Test1,keyup,e,1554404583893,field_textarea
login,type,key,timestamp,input
Test1,keydown,r,1554404584026,field_textarea
Test1,keyup,r,1554404584098,field_textarea
Test1,keydown,s,1554404584258,field_textarea
Test1,keyup,s,1554404584359,field_textarea
Test1,keydown, ,1554404584462,field_textarea
Test1,keyup, ,1554404584584,field_textarea
Test1,keydown,Backspace,1554404584826,field_textarea
Test1,keyup,Backspace,1554404584905,field_textarea
Test1,keydown,",",1554404585069,field_textarea
Test1,keyup,",",1554404585162,field_textarea
Test1,keydown, ,1554404585418,field_textarea
Test1,keyup, ,1554404585528,field_textarea
Test1,keydown,o,1554404585952,field_textarea
Test1,keyup,o,1554404586034,field_textarea
Test1,keydown,r,1554404586073,field_textarea
Test1,keydown, ,1554404586213,field_textarea
Test1,keyup,r,1554404586217,field_textarea
Test1,keyup, ,1554404586305,field_textarea
Test1,keydown,t,1554404587076,field_textarea
Test1,keyup,t,1554404587157,field_textarea
Test1,keydown,o,1554404587206,field_textarea
Test1,keydown, ,1554404587256,field_textarea
Test1,keyup,o,1554404587278,field_textarea
Test1,keyup, ,1554404587358,field_textarea
Test1,keydown, ,1554404587450,field_textarea
Test1,keyup, ,1554404587522,field_textarea
Test1,keydown,a,1554404587572,field_textarea
Test1,keyup,a,1554404587673,field_textarea
Test1,keydown, ,1554404587702,field_textarea
Test1,keyup, ,1554404587764,field_textarea
login,type,key,timestamp,input
Test1,keydown,g,1554404587873,field_textarea
Test1,keydown,e,1554404587956,field_textarea
Test1,keyup,g,1554404587961,field_textarea
Test1,keyup,e,1554404588050,field_textarea
Test1,keydown,n,1554404588109,field_textarea
Test1,keydown,e,1554404588169,field_textarea
Test1,keyup,n,1554404588190,field_textarea
Test1,keyup,e,1554404588251,field_textarea
Test1,keydown,r,1554404588349,field_textarea
Test1,keyup,r,1554404588434,field_textarea
Test1,keydown,a,1554404588594,field_textarea
Test1,keyup,a,1554404588676,field_textarea
Test1,keydown,l,1554404588694,field_textarea
Test1,keyup,l,1554404588766,field_textarea
Test1,keydown,i,1554404588867,field_textarea
Test1,keydown,s,1554404588916,field_textarea
Test1,keyup,i,1554404588951,field_textarea
Test1,keyup,s,1554404589021,field_textarea
Test1,keydown,t,1554404589161,field_textarea
Test1,keydown, ,1554404589281,field_textarea
Test1,keyup,t,1554404589286,field_textarea
Test1,keyup, ,1554404589394,field_textarea
Test1,keydown,w,1554404590013,field_textarea
Test1,keyup,w,1554404590104,field_textarea
Test1,keydown,h,1554404590225,field_textarea
Test1,keyup,h,1554404590295,field_textarea
Test1,keydown,o,1554404590510,field_textarea
Test1,keyup,o,1554404590580,field_textarea
Test1,keydown, ,1554404590649,field_textarea
Test1,keyup, ,1554404590742,field_textarea
login,type,key,timestamp,input
Test1,keydown,w,1554404593060,field_textarea
Test1,keyup,w,1554404593151,field_textarea
Test1,keydown,r,1554404593331,field_textarea
Test1,keyup,r,1554404593443,field_textarea
Test1,keydown,i,1554404593464,field_textarea
Test1,keyup,i,1554404593557,field_textarea
Test1,keydown,t,1554404593606,field_textarea
Test1,keyup,t,1554404593697,field_textarea
Test1,keydown,e,1554404593907,field_textarea
Test1,keyup,e,1554404593994,field_textarea
Test1,keydown,s,1554404594164,field_textarea
Test1,keyup,s,1554404594276,field_textarea
Test1,keydown, ,1554404594356,field_textarea
Test1,keyup, ,1554404594457,field_textarea
Test1,keydown,c,1554404594872,field_textarea
Test1,keyup,c,1554404594988,field_textarea
Test1,keydown,o,1554404595045,field_textarea
Test1,keyup,o,1554404595128,field_textarea
Test1,keydown,d,1554404595337,field_textarea
Test1,keyup,d,1554404595439,field_textarea
Test1,keydown,e,1554404595531,field_textarea
Test1,keyup,e,1554404595654,field_textarea
Test1,keydown, ,1554404595733,field_textarea
Test1,keyup, ,1554404595825,field_textarea
Test1,keydown,f,1554404597270,field_textarea
Test1,keyup,f,1554404597351,field_textarea
Test1,keydown,o,1554404597431,field_textarea
Test1,keydown,r,1554404597515,field_textarea
Test1,keyup,o,1554404597519,field_textarea
Test1,keydown, ,1554404597646,field_textarea
login,type,key,timestamp,input
Test1,keyup,r,1554404597651,field_textarea
Test1,keyup, ,1554404597717,field_textarea
Test1,keydown, ,1554404597766,field_textarea
Test1,keyup, ,1554404597838,field_textarea
Test1,keydown,m,1554404597948,field_textarea
Test1,keyup,m,1554404598022,field_textarea
Test1,keydown,a,1554404598042,field_textarea
Test1,keyup,a,1554404598133,field_textarea
Test1,keydown,n,1554404598173,field_textarea
Test1,keyup,n,1554404598244,field_textarea
Test1,keydown,y,1554404598364,field_textarea
Test1,keyup,y,1554404598445,field_textarea
Test1,keydown, ,1554404598474,field_textarea
Test1,keyup, ,1554404598592,field_textarea
Test1,keydown,k,1554404599438,field_textarea
Test1,keyup,k,1554404599524,field_textarea
Test1,keydown,i,1554404599602,field_textarea
Test1,keyup,i,1554404599684,field_textarea
Test1,keydown,n,1554404599783,field_textarea
Test1,keyup,n,1554404599867,field_textarea
Test1,keydown,d,1554404600129,field_textarea
Test1,keyup,d,1554404600214,field_textarea
Test1,keydown,s,1554404600370,field_textarea
Test1,keyup,s,1554404600462,field_textarea
Test1,keydown, ,1554404600901,field_textarea
Test1,keyup, ,1554404601043,field_textarea
Test1,keydown,o,1554404601201,field_textarea
Test1,keyup,o,1554404601303,field_textarea
Test1,keydown,f,1554404601332,field_textarea
Test1,keydown, ,1554404601463,field_textarea
login,type,key,timestamp,input
Test1,keyup,f,1554404601469,field_textarea
Test1,keyup, ,1554404601577,field_textarea
Test1,keydown,s,1554404602082,field_textarea
Test1,keyup,s,1554404602174,field_textarea
Test1,keydown,o,1554404602223,field_textarea
Test1,keyup,o,1554404602305,field_textarea
Test1,keydown,f,1554404602426,field_textarea
Test1,keyup,f,1554404602520,field_textarea
Test1,keydown,t,1554404602648,field_textarea
Test1,keyup,t,1554404602730,field_textarea
Test1,keydown,w,1554404603149,field_textarea
Test1,keyup,w,1554404603241,field_textarea
Test1,keydown,a,1554404603409,field_textarea
Test1,keyup,a,1554404603480,field_textarea
Test1,keydown,r,1554404603553,field_textarea
Test1,keyup,r,1554404603634,field_textarea
Test1,keydown,e,1554404603653,field_textarea
Test1,keyup,e,1554404603725,field_textarea
Test1,keydown,Shift,1554404627817,field_trump
Test1,keydown,D,1554404628109,field_trump
Test1,keyup,Shift,1554404628151,field_trump
Test1,keyup,d,1554404628183,field_trump
Test1,keydown,o,1554404628831,field_trump
Test1,keyup,o,1554404628922,field_trump
Test1,keydown,n,1554404629357,field_trump
Test1,keyup,n,1554404629428,field_trump
Test1,keydown,a,1554404629468,field_trump
Test1,keyup,a,1554404629590,field_trump
Test1,keydown,l,1554404629639,field_trump
Test1,keyup,l,1554404629734,field_trump
login,type,key,timestamp,input
Test1,keydown,d,1554404629804,field_trump
Test1,keyup,d,1554404629946,field_trump
Test1,keydown, ,1554404630005,field_trump
Test1,keyup, ,1554404630036,field_trump
Test1,keydown,Shift,1554404631467,field_trump
Test1,keydown,T,1554404631618,field_trump
Test1,keyup,Shift,1554404631658,field_trump
Test1,keyup,t,1554404631681,field_trump
Test1,keydown,r,1554404631791,field_trump
Test1,keyup,r,1554404631862,field_trump
Test1,keydown,u,1554404632013,field_trump
Test1,keyup,u,1554404632084,field_trump
Test1,keydown,m,1554404632217,field_trump
Test1,keyup,m,1554404632298,field_trump
Test1,keydown,p,1554404632479,field_trump
Test1,keyup,p,1554404632539,field_trump
Test1,keydown, ,1554404632579,field_trump
Test1,keyup, ,1554404632670,field_trump
Test1,keydown, ,1554404632763,field_trump
Test1,keyup, ,1554404632824,field_trump
Test1,keydown,i,1554404633156,field_trump
Test1,keydown,s,1554404633241,field_trump
Test1,keyup,i,1554404633245,field_trump
Test1,keyup,s,1554404633372,field_trump
Test1,keydown, ,1554404633441,field_trump
Test1,keyup, ,1554404633526,field_trump
Test1,keydown, ,1554404633632,field_trump
Test1,keyup, ,1554404633697,field_trump
Test1,keydown,t,1554404634243,field_trump
Test1,keyup,t,1554404634354,field_trump
login,type,key,timestamp,input
Test1,keydown,h,1554404634396,field_trump
Test1,keyup,h,1554404634475,field_trump
Test1,keydown,e,1554404634535,field_trump
Test1,keyup,e,1554404634626,field_trump
Test1,keydown, ,1554404634686,field_trump
Test1,keyup, ,1554404634742,field_trump
Test1,keydown,b,1554404634900,field_trump
Test1,keyup,b,1554404634971,field_trump
Test1,keydown,e,1554404635001,field_trump
Test1,keyup,e,1554404635091,field_trump
Test1,keydown,s,1554404635306,field_trump
Test1,keyup,s,1554404635398,field_trump
Test1,keydown,t,1554404635567,field_trump
Test1,keydown, ,1554404635711,field_trump
Test1,keyup,t,1554404635715,field_trump
Test1,keyup, ,1554404635802,field_trump
Test1,keydown,p,1554404636652,field_trump
Test1,keyup,p,1554404636724,field_trump
Test1,keydown,r,1554404636774,field_trump
Test1,keyup,r,1554404636854,field_trump
Test1,keydown,e,1554404637212,field_trump
Test1,keyup,e,1554404637272,field_trump
Test1,keydown,s,1554404637433,field_trump
Test1,keyup,s,1554404637524,field_trump
Test1,keydown,i,1554404637614,field_trump
Test1,keyup,i,1554404637696,field_trump
Test1,keydown,d,1554404637828,field_trump
Test1,keyup,d,1554404637929,field_trump
Test1,keydown,e,1554404638049,field_trump
Test1,keyup,e,1554404638130,field_trump
login,type,key,timestamp,input
Test1,keydown,n,1554404638170,field_trump
Test1,keyup,n,1554404638254,field_trump
Test1,keydown,t,1554404638296,field_trump
Test1,keyup,t,1554404638386,field_trump
Test1,keydown, ,1554404639122,field_trump
Test1,keyup, ,1554404639241,field_trump
Test1,keydown,o,1554404639268,field_trump
Test1,keyup,o,1554404639359,field_trump
Test1,keydown,f,1554404639379,field_trump
Test1,keydown, ,1554404639489,field_trump
Test1,keyup,f,1554404639493,field_trump
Test1,keyup, ,1554404639571,field_trump
Test1,keydown, ,1554404639620,field_trump
Test1,keyup, ,1554404639691,field_trump
Test1,keydown,Shift,1554404639804,field_trump
Test1,keydown,U,1554404639925,field_trump
Test1,keyup,U,1554404639988,field_trump
Test1,keydown,S,1554404640107,field_trump
Test1,keyup,Shift,1554404640127,field_trump
Test1,keyup,s,1554404640226,field_trump
Test1,keydown,a,1554404640382,field_trump
Test1,keyup,a,1554404640452,field_trump
Test1,keydown,Tab,1554404642058,field_trump
Test1,keyup,Tab,1554404642170,field_monday
Test1,keydown,Shift,1554404642981,field_monday
Test1,keydown,M,1554404643266,field_monday
Test1,keyup,Shift,1554404643316,field_monday
Test1,keyup,m,1554404643337,field_monday
Test1,keydown,o,1554404643447,field_monday
Test1,keyup,o,1554404643528,field_monday
login,type,key,timestamp,input
Test1,keydown,n,1554404643658,field_monday
Test1,keyup,n,1554404643739,field_monday
Test1,keydown,d,1554404643922,field_monday
Test1,keyup,d,1554404644013,field_monday
Test1,keydown,a,1554404644174,field_monday
Test1,keyup,a,1554404644248,field_monday
Test1,keydown,y,1554404644268,field_monday
Test1,keyup,y,1554404644329,field_monday
Test1,keydown,Tab,1554404645157,field_monday
Test1,keyup,Tab,1554404645272,field_color
Test1,keydown,Shift,1554404647184,field_color
Test1,keydown,R,1554404647376,field_color
Test1,keyup,Shift,1554404647413,field_color
Test1,keyup,r,1554404647477,field_color
Test1,keydown,e,1554404647567,field_color
Test1,keyup,e,1554404647669,field_color
Test1,keydown,d,1554404647749,field_color
Test1,keyup,d,1554404647842,field_color
Test1,keydown,Tab,1554404648093,field_color
Test1,keyup,Tab,1554404648185,field_Chan
Test1,keydown,Shift,1554404649034,field_Chan
Test1,keydown,J,1554404649256,field_Chan
Test1,keyup,Shift,1554404649302,field_Chan
Test1,keydown,a,1554404649330,field_Chan
Test1,keyup,j,1554404649335,field_Chan
